parliamentarian_1,parliamentarian_2,proportion_agreement
"Lavín, Joaquín","Lee, Enrique",1.7812911725955205
"Morales, Javiera","Videla, Sebastián",1.7812911725955205
"Arce, Mónica","Mellado, Cosme",1.7812911725955205
"Castillo, Nathalie","Malla, Luis",1.7812911725955205
"Fries, Lorena","Malla, Luis",1.7812911725955205
"Bulnes, Mercedes","Cuello, Luis Alberto",1.7812911725955205
"Araya, Jaime","Cifuentes, Ricardo",1.7812911725955205
"Concha, Sara","Schalper, Diego",1.7812911725955205
"Naranjo, Jaime","Undurraga, Alberto",1.7812911725955205
"Cicardini, Daniella","Gazmuri, Ana María",1.7812911725955205
"Acevedo, María Candelaria","Tapia, Cristián",1.7826086956521738
"Melo, Daniel","Ulloa, Héctor",1.7826086956521738
"Malla, Luis","Sepúlveda, Alexis",1.7826086956521738
"Leal, Henry","Muñoz, Francesca",1.7826086956521738
"Gazmuri, Ana María","Rosas, Patricio",1.7826086956521738
"Guzmán, Jorge","Teao, Hotuiti",1.7826086956521738
"Lilayu, Daniel","Moreno, Benjamín",1.7826086956521738
"Barría, Héctor","Sepúlveda, Alexis",1.7826086956521738
"Moreira, Cristhian","Romero, Natalia",1.7826086956521738
"Coloma, Juan Antonio","Durán, Eduardo",1.7826086956521738
"Cornejo, Eduardo","Durán, Eduardo",1.7826086956521738
"Sánchez, Luis","Teao, Hotuiti",1.7826086956521738
"Durán, Eduardo","Pérez, Marlene",1.7826086956521738
"Lavín, Joaquín","Urruticoechea, Cristóbal",1.7826086956521738
"Rosas, Patricio","Videla, Sebastián",1.7826086956521738
"Morales, Carla","Muñoz, Francesca",1.7826086956521738
"Moreno, Benjamín","Rathgeb, Jorge",1.7839262187088274
"Nuyado, Emilia","Venegas, Nelson",1.7839262187088274
"Delgado, Viviana","Leiva, Raúl",1.7839262187088274
"Alessandri, Jorge","Bobadilla, Sergio",1.7839262187088274
"Leiva, Raúl","Pérez, Catalina",1.7839262187088274
"González, Mauro","Longton, Andrés",1.7839262187088274
"Matheson, Christian","Morales, Carla",1.7839262187088274
"Labbé, Cristian","Romero, Natalia",1.7839262187088274
"Cid, Sofía","Ramírez, Guillermo",1.7839262187088274
"Leiva, Raúl","Videla, Sebastián",1.7839262187088274
"Benavente, Gustavo","Cid, Sofía",1.7839262187088274
"Bugueño, Félix","Cariola, Karol",1.7839262187088274
"Araya, Cristián","Del Real, Catalina",1.7839262187088274
"De Rementería, Tomás","Hirsch, Tomás",1.7839262187088274
"Arce, Mónica","Sepúlveda, Alexis",1.7839262187088274
"Arce, Mónica","González, Marta",1.7839262187088274
"González, Marta","Sagardia, Clara",1.785243741765481
"Hirsch, Tomás","Sáez, Jaime",1.785243741765481
"Donoso, Felipe","Jürgensen, Harry",1.785243741765481
"González, Marta","Mellado, Cosme",1.785243741765481
"González, Félix","Musante, Camila",1.785243741765481
"Cifuentes, Ricardo","Santana, Juan",1.785243741765481
"Bravo, Marta","Meza, José Carlos",1.785243741765481
"Donoso, Felipe","Schalper, Diego",1.785243741765481
"Nuyado, Emilia","Soto, Leonardo",1.785243741765481
"De Rementería, Tomás","Mellado, Cosme",1.785243741765481
"Becker, Miguel Ángel","Kaiser, Johannes",1.785243741765481
"Ossandón, Ximena","Romero, Agustín",1.785243741765481
"Becker, Miguel Ángel","Pulgar, Francisco",1.785243741765481
"Cicardini, Daniella","Sepúlveda, Alexis",1.785243741765481
"Delgado, Viviana","Fries, Lorena",1.785243741765481
"Araya, Cristián","Cornejo, Eduardo",1.785243741765481
"Mirosevic, Vlado","Ramírez, Matías",1.785243741765481
"Rosas, Patricio","Ulloa, Héctor",1.785243741765481
"Moreno, Benjamín","Trisotti, Renzo",1.7865612648221343
"Cariola, Karol","Veloso, Consuelo",1.7865612648221343
"Malla, Luis","Ramírez, Matías",1.7865612648221343
"Carter, Álvaro","Ossandón, Ximena",1.7865612648221343
"Sagardia, Clara","Venegas, Nelson",1.7865612648221343
"Cid, Sofía","González, Mauro",1.7865612648221343
"Bórquez, Fernando","Carter, Álvaro",1.7865612648221343
"Benavente, Gustavo","González, Mauro",1.7878787878787878
"Ulloa, Héctor","Winter, Gonzalo",1.7878787878787878
"Cifuentes, Ricardo","Ñanco, Ericka",1.7878787878787878
"Araya, Cristián","Matheson, Christian",1.7878787878787878
"Araya, Cristián","Coloma, Juan Antonio",1.7878787878787878
"Durán, Eduardo","Lilayu, Daniel",1.7878787878787878
"Durán, Eduardo","Moreno, Benjamín",1.7878787878787878
"Arce, Mónica","Musante, Camila",1.7878787878787878
"Lagomarsino, Tomás","Sáez, Jaime",1.7878787878787878
"Pérez, Joanna","Saffirio, Jorge",1.7878787878787878
"Astudillo, Danisa","Ulloa, Héctor",1.7878787878787878
"Giordano, Andrés","Tapia, Cristián",1.7878787878787878
"Leiva, Raúl","Palma, Hernán",1.7878787878787878
"Barrera, Boris","Leiva, Raúl",1.7891963109354414
"Coloma, Juan Antonio","Schubert, Stephan",1.7891963109354414
"Delgado, Viviana","Sepúlveda, Alexis",1.7891963109354414
"Kaiser, Johannes","Moreira, Cristhian",1.7891963109354414
"Berger, Bernardo","Romero, Agustín",1.7891963109354414
"Durán, Eduardo","Martínez, Cristóbal",1.7891963109354414
"Donoso, Felipe","Irarrázaval, Juan",1.7891963109354414
"Serrano, Daniela","Veloso, Consuelo",1.7891963109354414
"Lavín, Joaquín","Ramírez, Guillermo",1.7891963109354414
"Araya, Jaime","Astudillo, Danisa",1.7891963109354414
"Becker, Miguel Ángel","Meza, José Carlos",1.7891963109354414
"Bulnes, Mercedes","Ñanco, Ericka",1.7891963109354414
"Sepúlveda, Alexis","Sáez, Jaime",1.7891963109354414
"Bobadilla, Sergio","Cid, Sofía",1.7891963109354414
"De Rementería, Tomás","Veloso, Consuelo",1.7891963109354414
"Leiva, Raúl","Ñanco, Ericka",1.7891963109354414
"Benavente, Gustavo","Guzmán, Jorge",1.790513833992095
"Beltrán, Juan Carlos","Pulgar, Francisco",1.790513833992095
"Placencia, Alejandra","Soto, Leonardo",1.790513833992095
"Concha, Sara","Matheson, Christian",1.790513833992095
"Schalper, Diego","Von Mühlenbrock, Gastón",1.790513833992095
"Labbé, Cristian","Trisotti, Renzo",1.790513833992095
"Gazmuri, Ana María","Tapia, Cristián",1.790513833992095
"Musante, Camila","Santana, Juan",1.790513833992095
"Morales, Carla","Rey, Hugo",1.790513833992095
"Rosas, Patricio","Veloso, Consuelo",1.790513833992095
"Concha, Sara","González, Mauro",1.790513833992095
"Coloma, Juan Antonio","Ossandón, Ximena",1.790513833992095
"Pulgar, Francisco","Videla, Sebastián",1.790513833992095
"Bernales, Alejandro","González, Félix",1.790513833992095
"Bernales, Alejandro","Gazmuri, Ana María",1.790513833992095
"Bulnes, Mercedes","Morales, Javiera",1.790513833992095
"Bravo, Marta","Irarrázaval, Juan",1.790513833992095
"Moreira, Cristhian","Pérez, Marlene",1.790513833992095
"Ilabaca, Marcos","Veloso, Consuelo",1.790513833992095
"Ibáñez, Diego","Videla, Sebastián",1.790513833992095
"Bernales, Alejandro","Yeomans, Gael",1.7918313570487483
"Ahumada, Yovana","Pino, Víctor Alejandro",1.7918313570487483
"Jürgensen, Harry","Matheson, Christian",1.7918313570487483
"Bello, María Francisca","Hirsch, Tomás",1.7918313570487483
"Alessandri, Jorge","Undurraga, Francisco",1.7918313570487483
"Leal, Henry","Moreno, Benjamín",1.7918313570487483
"Gazmuri, Ana María","Mellado, Cosme",1.7918313570487483
"Brito, Jorge","Cariola, Karol",1.7918313570487483
"Bobadilla, Sergio","Longton, Andrés",1.7918313570487483
"Bobadilla, Sergio","Leal, Henry",1.7918313570487483
"Cariola, Karol","Rojas, Camila",1.7918313570487483
"Ibáñez, Diego","Leiva, Raúl",1.7918313570487483
"Mellado, Cosme","Venegas, Nelson",1.7918313570487483
"Mellado, Miguel","Teao, Hotuiti",1.7918313570487483
"Videla, Sebastián","Winter, Gonzalo",1.7931488801054019
"Brito, Jorge","Fries, Lorena",1.7931488801054019
"Manouchehri, Daniel","Rosas, Patricio",1.7931488801054019
"Fries, Lorena","Ilabaca, Marcos",1.7931488801054019
"Pizarro, Lorena","Santana, Juan",1.7931488801054019
"Morales, Carla","Von Mühlenbrock, Gastón",1.7931488801054019
"Barrera, Boris","Venegas, Nelson",1.7931488801054019
"Barrera, Boris","Tapia, Cristián",1.7931488801054019
"Cifuentes, Ricardo","Naranjo, Jaime",1.7931488801054019
"Fuenzalida, Juan","Sulantay, Marco Antonio",1.7931488801054019
"Brito, Jorge","Castillo, Nathalie",1.7931488801054019
"Tapia, Cristián","Tello, Carolina",1.7931488801054019
"Placencia, Alejandra","Undurraga, Alberto",1.7931488801054019
"Pérez, Catalina","Veloso, Consuelo",1.7931488801054019
"Leiva, Raúl","Morales, Javiera",1.7931488801054019
"Riquelme, Marcela","Tapia, Cristián",1.7931488801054019
"Cifuentes, Ricardo","Manouchehri, Daniel",1.7931488801054019
"Rosas, Patricio","Santana, Juan",1.7931488801054019
"Guzmán, Jorge","Trisotti, Renzo",1.7944664031620554
"Cariola, Karol","Gazmuri, Ana María",1.7944664031620554
"Cariola, Karol","Naranjo, Jaime",1.7944664031620554
"Melo, Daniel","Morales, Javiera",1.7944664031620554
"Cifuentes, Ricardo","Serrano, Daniela",1.7944664031620554
"Tapia, Cristián","Undurraga, Alberto",1.7944664031620554
"Leiva, Raúl","Rosas, Patricio",1.7944664031620554
"Astudillo, Danisa","Soto, Raúl",1.7944664031620554
"Sáez, Jaime","Undurraga, Alberto",1.7944664031620554
"Mellado, Miguel","Moreira, Cristhian",1.7944664031620554
"Serrano, Daniela","Videla, Sebastián",1.7944664031620554
"Brito, Jorge","Mellado, Cosme",1.7944664031620554
"Santana, Juan","Serrano, Daniela",1.7944664031620554
"Lagomarsino, Tomás","Naranjo, Jaime",1.7957839262187087
"Lilayu, Daniel","Pérez, Marlene",1.7957839262187087
"Lilayu, Daniel","Meza, José Carlos",1.7957839262187087
"Donoso, Felipe","Morales, Carla",1.7957839262187087
"Benavente, Gustavo","Fuenzalida, Juan",1.7957839262187087
"Acevedo, María Candelaria","Videla, Sebastián",1.7957839262187087
"Bórquez, Fernando","Labra, Paula",1.7957839262187087
"Barchiesi, Chiara","Beltrán, Juan Carlos",1.7957839262187087
"Ramírez, Guillermo","Romero, Agustín",1.7957839262187087
"Leal, Henry","Raphael, Marcia",1.7957839262187087
"Barría, Héctor","Mellado, Cosme",1.7957839262187087
"Gazmuri, Ana María","Ilabaca, Marcos",1.7957839262187087
"Mix, Claudia","Pérez, Catalina",1.7957839262187087
"Bobadilla, Sergio","Romero, Natalia",1.7957839262187087
"Cornejo, Eduardo","Ojeda, Mauricio",1.7957839262187087
"Pizarro, Lorena","Videla, Sebastián",1.7957839262187087
"Rojas, Camila","Undurraga, Alberto",1.7971014492753623
"Bulnes, Mercedes","Riquelme, Marcela",1.7971014492753623
"Mellado, Cosme","Winter, Gonzalo",1.7971014492753623
"De Rementería, Tomás","Santana, Juan",1.7971014492753623
"Guzmán, Jorge","Longton, Andrés",1.7971014492753623
"Coloma, Juan Antonio","Leal, Henry",1.7971014492753623
"Sepúlveda, Alexis","Videla, Sebastián",1.7971014492753623
"Bianchi, Carlos","Naranjo, Jaime",1.7971014492753623
"Bravo, Marta","Carter, Álvaro",1.7971014492753623
"Sepúlveda, Alexis","Tapia, Cristián",1.7971014492753623
"Del Real, Catalina","Lee, Enrique",1.7971014492753623
"Bravo, Ana María","Soto, Leonardo",1.7971014492753623
"Araya, Jaime","Naranjo, Jaime",1.7971014492753623
"Carter, Álvaro","Teao, Hotuiti",1.7971014492753623
"Brito, Jorge","Bulnes, Mercedes",1.7971014492753623
"González, Marta","Placencia, Alejandra",1.7984189723320159
"De Rementería, Tomás","Hertz, Carmen",1.7984189723320159
"Longton, Andrés","Schalper, Diego",1.7984189723320159
"Matheson, Christian","Moreno, Benjamín",1.7984189723320159
"Barchiesi, Chiara","Muñoz, Francesca",1.7984189723320159
"González, Mauro","Lilayu, Daniel",1.7984189723320159
"González, Mauro","Labra, Paula",1.7984189723320159
"Carter, Álvaro","Rey, Hugo",1.7984189723320159
"Bernales, Alejandro","Riquelme, Marcela",1.7984189723320159
"Schalper, Diego","Weisse, Flor",1.7984189723320159
"Sáez, Jaime","Venegas, Nelson",1.7984189723320159
"Bravo, Marta","Lee, Enrique",1.7984189723320159
"Bravo, Marta","Coloma, Juan Antonio",1.7984189723320159
"Durán, Jorge","Guzmán, Jorge",1.7984189723320159
"Rathgeb, Jorge","Schubert, Stephan",1.7984189723320159
"Acevedo, María Candelaria","Veloso, Consuelo",1.7984189723320159
"Cornejo, Eduardo","Pérez, Marlene",1.7984189723320159
"Sepúlveda, Alexis","Undurraga, Alberto",1.7984189723320159
"Arce, Mónica","Tello, Carolina",1.7984189723320159
"Labra, Paula","Ramírez, Guillermo",1.7984189723320159
"Fuenzalida, Juan","Guzmán, Jorge",1.7984189723320159
"Cid, Sofía","Martínez, Cristóbal",1.7984189723320159
"González, Félix","González, Marta",1.7997364953886692
"Leal, Henry","Matheson, Christian",1.7997364953886692
"Trisotti, Renzo","Undurraga, Francisco",1.7997364953886692
"Araya, Jaime","Rojas, Camila",1.7997364953886692
"Cid, Sofía","Romero, Agustín",1.7997364953886692
"Bianchi, Carlos","Tello, Carolina",1.7997364953886692
"Arce, Mónica","Sagardia, Clara",1.7997364953886692
"Palma, Hernán","Videla, Sebastián",1.7997364953886692
"Bianchi, Carlos","Rojas, Camila",1.7997364953886692
"Cifuentes, Ricardo","Morales, Javiera",1.7997364953886692
"Bianchi, Carlos","Musante, Camila",1.7997364953886692
"Barchiesi, Chiara","Labra, Paula",1.7997364953886692
"Cifuentes, Ricardo","Yeomans, Gael",1.7997364953886692
"Muñoz, Francesca","Teao, Hotuiti",1.7997364953886692
"Beltrán, Juan Carlos","Sánchez, Luis",1.7997364953886692
"Carter, Álvaro","Labra, Paula",1.7997364953886692
"Cornejo, Eduardo","Kaiser, Johannes",1.7997364953886692
"Guzmán, Jorge","Pérez, Marlene",1.8010540184453228
"Leiva, Raúl","Sepúlveda, Alexis",1.8010540184453228
"Pérez, Catalina","Santana, Juan",1.8010540184453228
"Bulnes, Mercedes","Yeomans, Gael",1.8010540184453228
"Cid, Sofía","Rathgeb, Jorge",1.8010540184453228
"Bórquez, Fernando","Romero, Agustín",1.8010540184453228
"Arce, Mónica","Barrera, Boris",1.8010540184453228
"Cornejo, Eduardo","Moreno, Benjamín",1.8010540184453228
"Barchiesi, Chiara","Mellado, Miguel",1.8010540184453228
"Alessandri, Jorge","Kaiser, Johannes",1.8010540184453228
"Bravo, Marta","Matheson, Christian",1.8010540184453228
"Astudillo, Danisa","Winter, Gonzalo",1.8010540184453228
"Labra, Paula","Undurraga, Francisco",1.8010540184453228
"Astudillo, Danisa","Barrera, Boris",1.8010540184453228
"Veloso, Consuelo","Winter, Gonzalo",1.8010540184453228
"Leal, Henry","Morales, Carla",1.8010540184453228
"Santana, Juan","Venegas, Nelson",1.8010540184453228
"Cuello, Luis Alberto","Tapia, Cristián",1.8010540184453228
"Gazmuri, Ana María","Hirsch, Tomás",1.8010540184453228
"Santana, Juan","Veloso, Consuelo",1.8010540184453228
"Irarrázaval, Juan","Lavín, Joaquín",1.8023715415019763
"Bobadilla, Sergio","Kaiser, Johannes",1.8023715415019763
"Bravo, Ana María","Soto, Raúl",1.8023715415019763
"Melo, Daniel","Serrano, Daniela",1.8023715415019763
"Soto, Leonardo","Tello, Carolina",1.8023715415019763
"Bravo, Ana María","De Rementería, Tomás",1.8023715415019763
"González, Mauro","Morales, Carla",1.8023715415019763
"González, Mauro","Trisotti, Renzo",1.8023715415019763
"Aedo, Eric","Undurraga, Alberto",1.8023715415019763
"Moreira, Cristhian","Muñoz, Francesca",1.8023715415019763
"Leiva, Raúl","Mellado, Cosme",1.8036890645586299
"Astudillo, Danisa","Venegas, Nelson",1.8036890645586299
"Labra, Paula","Romero, Agustín",1.8036890645586299
"Lagomarsino, Tomás","Manouchehri, Daniel",1.8036890645586299
"Bulnes, Mercedes","Cicardini, Daniella",1.8036890645586299
"Astudillo, Danisa","Pérez, Catalina",1.8036890645586299
"Moreira, Cristhian","Ossandón, Ximena",1.8036890645586299
"Bulnes, Mercedes","Marzán, Carolina",1.8036890645586299
"Gazmuri, Ana María","Molina, Helia",1.8036890645586299
"Cariola, Karol","Nuyado, Emilia",1.8036890645586299
"Sauerbaum, Frank","Schalper, Diego",1.8036890645586299
"De Rementería, Tomás","Soto, Leonardo",1.8036890645586299
"Becker, Miguel Ángel","Carter, Álvaro",1.8036890645586299
"Alessandri, Jorge","Becker, Miguel Ángel",1.8036890645586299
"Cifuentes, Ricardo","Ulloa, Héctor",1.8036890645586299
"Cornejo, Eduardo","Meza, José Carlos",1.8036890645586299
"Jürgensen, Harry","Labbé, Cristian",1.8036890645586299
"Delgado, Viviana","Veloso, Consuelo",1.8036890645586299
"Moreira, Cristhian","Moreno, Benjamín",1.8036890645586299
"Bello, María Francisca","Bernales, Alejandro",1.8050065876152832
"Bravo, Marta","Cid, Sofía",1.8050065876152832
"Coloma, Juan Antonio","Rathgeb, Jorge",1.8050065876152832
"Cornejo, Eduardo","Schubert, Stephan",1.8050065876152832
"Benavente, Gustavo","Labbé, Cristian",1.8050065876152832
"Durán, Eduardo","Weisse, Flor",1.8050065876152832
"Cid, Sofía","Cornejo, Eduardo",1.8050065876152832
"Gazmuri, Ana María","Morales, Javiera",1.8050065876152832
"Manouchehri, Daniel","Soto, Raúl",1.8050065876152832
"Araya, Jaime","Sáez, Jaime",1.8050065876152832
"Brito, Jorge","Malla, Luis",1.8050065876152832
"Delgado, Viviana","Undurraga, Alberto",1.8050065876152832
"Romero, Agustín","Sauerbaum, Frank",1.8050065876152832
"Castro, José Miguel","Durán, Eduardo",1.8050065876152832
"Lagomarsino, Tomás","Placencia, Alejandra",1.8050065876152832
"Bórquez, Fernando","Longton, Andrés",1.8050065876152832
"Bianchi, Carlos","Bugueño, Félix",1.8050065876152832
"Bianchi, Carlos","Sáez, Jaime",1.8050065876152832
"Melo, Daniel","Palma, Hernán",1.8050065876152832
"Longton, Andrés","Ramírez, Guillermo",1.8050065876152832
"Araya, Cristián","Trisotti, Renzo",1.8050065876152832
"Cifuentes, Ricardo","Sepúlveda, Alexis",1.8050065876152832
"Acevedo, María Candelaria","Mellado, Cosme",1.8050065876152832
"Castro, José Miguel","Weisse, Flor",1.8063241106719368
"Giordano, Andrés","Ulloa, Héctor",1.8063241106719368
"Mellado, Cosme","Palma, Hernán",1.8063241106719368
"Bravo, Ana María","Ramírez, Matías",1.8063241106719368
"Araya, Jaime","Placencia, Alejandra",1.8063241106719368
"Ulloa, Héctor","Ñanco, Ericka",1.8063241106719368
"Gazmuri, Ana María","Riquelme, Marcela",1.8063241106719368
"Cicardini, Daniella","Soto, Leonardo",1.8063241106719368
"Gazmuri, Ana María","Naranjo, Jaime",1.8063241106719368
"Bianchi, Carlos","Cicardini, Daniella",1.8063241106719368
"Bórquez, Fernando","Ramírez, Guillermo",1.8063241106719368
"Beltrán, Juan Carlos","Celis, Andrés",1.8063241106719368
"Meza, José Carlos","Ramírez, Guillermo",1.8063241106719368
"Hirsch, Tomás","Ramírez, Matías",1.8063241106719368
"Cuello, Luis Alberto","Ulloa, Héctor",1.8063241106719368
"Carter, Álvaro","Longton, Andrés",1.8063241106719368
"Mellado, Cosme","Serrano, Daniela",1.8063241106719368
"Barrera, Boris","Ulloa, Héctor",1.8063241106719368
"Ojeda, Mauricio","Weisse, Flor",1.8076416337285903
"Mirosevic, Vlado","Palma, Hernán",1.8076416337285903
"Bello, María Francisca","Melo, Daniel",1.8076416337285903
"Guzmán, Jorge","Raphael, Marcia",1.8076416337285903
"Mirosevic, Vlado","Sagardia, Clara",1.8076416337285903
"Labbé, Cristian","Ramírez, Guillermo",1.8076416337285903
"Alessandri, Jorge","Bravo, Marta",1.8076416337285903
"Bobadilla, Sergio","Muñoz, Francesca",1.8076416337285903
"Bianchi, Carlos","Cifuentes, Ricardo",1.8076416337285903
"Rey, Hugo","Undurraga, Francisco",1.8076416337285903
"Mirosevic, Vlado","Schneider, Emilia",1.8076416337285903
"Bugueño, Félix","Soto, Raúl",1.8076416337285903
"Astudillo, Danisa","Undurraga, Alberto",1.8076416337285903
"Carter, Álvaro","Romero, Natalia",1.8076416337285903
"Benavente, Gustavo","Rey, Hugo",1.8076416337285903
"Ramírez, Guillermo","Raphael, Marcia",1.8076416337285903
"Teao, Hotuiti","Undurraga, Francisco",1.8089591567852437
"Mix, Claudia","Venegas, Nelson",1.8089591567852437
"Labbé, Cristian","Martínez, Cristóbal",1.8089591567852437
"Cornejo, Eduardo","González, Mauro",1.8089591567852437
"Bernales, Alejandro","Musante, Camila",1.8089591567852437
"Labbé, Cristian","Weisse, Flor",1.8089591567852437
"Fries, Lorena","Pizarro, Lorena",1.8089591567852437
"Astudillo, Danisa","Cuello, Luis Alberto",1.8089591567852437
"Cifuentes, Ricardo","Delgado, Viviana",1.8089591567852437
"Martínez, Cristóbal","Schubert, Stephan",1.8089591567852437
"Leiva, Raúl","Malla, Luis",1.8089591567852437
"Bernales, Alejandro","Rojas, Camila",1.8089591567852437
"Videla, Sebastián","Ñanco, Ericka",1.8089591567852437
"Placencia, Alejandra","Sepúlveda, Alexis",1.8089591567852437
"Raphael, Marcia","Romero, Agustín",1.8102766798418972
"González, Mauro","Muñoz, Francesca",1.8102766798418972
"Araya, Jaime","Santana, Juan",1.8102766798418972
"Bravo, Marta","Raphael, Marcia",1.8102766798418972
"Morales, Carla","Ossandón, Ximena",1.8102766798418972
"Rey, Hugo","Teao, Hotuiti",1.8102766798418972
"Cid, Sofía","Labra, Paula",1.8102766798418972
"Pérez, Marlene","Rathgeb, Jorge",1.8102766798418972
"Leiva, Raúl","Mirosevic, Vlado",1.8102766798418972
"Concha, Sara","Trisotti, Renzo",1.8102766798418972
"Fries, Lorena","Serrano, Daniela",1.8102766798418972
"Benavente, Gustavo","Carter, Álvaro",1.8102766798418972
"Riquelme, Marcela","Ulloa, Héctor",1.8115942028985508
"Barchiesi, Chiara","Berger, Bernardo",1.8115942028985508
"Concha, Sara","Lilayu, Daniel",1.8115942028985508
"Melo, Daniel","Santana, Juan",1.8115942028985508
"Durán, Eduardo","Labra, Paula",1.8115942028985508
"Del Real, Catalina","Lavín, Joaquín",1.8115942028985508
"Concha, Sara","Labra, Paula",1.8115942028985508
"Bianchi, Carlos","Malla, Luis",1.8115942028985508
"González, Marta","Serrano, Daniela",1.8115942028985508
"Cid, Sofía","Weisse, Flor",1.8115942028985508
"Lilayu, Daniel","Undurraga, Francisco",1.8115942028985508
"Benavente, Gustavo","Ojeda, Mauricio",1.8115942028985508
"Guzmán, Jorge","Moreno, Benjamín",1.8115942028985508
"González, Félix","Lagomarsino, Tomás",1.8115942028985508
"Araya, Jaime","Nuyado, Emilia",1.8115942028985508
"Moreira, Cristhian","Romero, Agustín",1.8115942028985508
"Bobadilla, Sergio","Moreno, Benjamín",1.8115942028985508
"Ilabaca, Marcos","Ramírez, Matías",1.8115942028985508
"Cornejo, Eduardo","Guzmán, Jorge",1.8115942028985508
"Berger, Bernardo","Pulgar, Francisco",1.8115942028985508
"Labra, Paula","Sánchez, Luis",1.8115942028985508
"Acevedo, María Candelaria","Bulnes, Mercedes",1.8129117259552041
"Arce, Mónica","Bianchi, Carlos",1.8129117259552041
"Musante, Camila","Nuyado, Emilia",1.8129117259552041
"Bugueño, Félix","Bulnes, Mercedes",1.8129117259552041
"Del Real, Catalina","Moreno, Benjamín",1.8129117259552041
"De Rementería, Tomás","Manouchehri, Daniel",1.8129117259552041
"Alessandri, Jorge","Lilayu, Daniel",1.8129117259552041
"Leal, Henry","Ossandón, Ximena",1.8129117259552041
"Berger, Bernardo","Pérez, Marlene",1.8129117259552041
"De Rementería, Tomás","Ibáñez, Diego",1.8129117259552041
"González, Marta","Tapia, Cristián",1.8129117259552041
"Leal, Henry","Ramírez, Guillermo",1.8129117259552041
"Benavente, Gustavo","Rathgeb, Jorge",1.8129117259552041
"Astudillo, Danisa","Sepúlveda, Alexis",1.8129117259552041
"Bulnes, Mercedes","Santana, Juan",1.8129117259552041
"Melo, Daniel","Soto, Leonardo",1.8129117259552041
"González, Mauro","Sulantay, Marco Antonio",1.8142292490118577
"Tapia, Cristián","Venegas, Nelson",1.8142292490118577
"Lagomarsino, Tomás","Ulloa, Héctor",1.8142292490118577
"Bobadilla, Sergio","Teao, Hotuiti",1.8142292490118577
"De la Carrera, Gonzalo","Irarrázaval, Juan",1.8142292490118577
"Ahumada, Yovana","Rathgeb, Jorge",1.8142292490118577
"Romero, Natalia","Teao, Hotuiti",1.8142292490118577
"Sagardia, Clara","Soto, Leonardo",1.8142292490118577
"Acevedo, María Candelaria","Fries, Lorena",1.8142292490118577
"Hirsch, Tomás","Rojas, Camila",1.8142292490118577
"Labra, Paula","Moreira, Cristhian",1.8142292490118577
"Hirsch, Tomás","Ñanco, Ericka",1.8142292490118577
"Bravo, Marta","Ojeda, Mauricio",1.8142292490118577
"Celis, Andrés","Raphael, Marcia",1.8142292490118577
"Bobadilla, Sergio","Ramírez, Guillermo",1.8142292490118577
"Coloma, Juan Antonio","Schalper, Diego",1.8155467720685112
"Mellado, Miguel","Sánchez, Luis",1.8155467720685112
"Musante, Camila","Schneider, Emilia",1.8155467720685112
"Riquelme, Marcela","Undurraga, Alberto",1.8155467720685112
"Longton, Andrés","Teao, Hotuiti",1.8155467720685112
"Bulnes, Mercedes","Tello, Carolina",1.8155467720685112
"Rathgeb, Jorge","Teao, Hotuiti",1.8155467720685112
"Labbé, Cristian","Moreno, Benjamín",1.8155467720685112
"Labra, Paula","Morales, Carla",1.8155467720685112
"De Rementería, Tomás","Rojas, Camila",1.8155467720685112
"Bobadilla, Sergio","Rey, Hugo",1.8155467720685112
"Kaiser, Johannes","Lilayu, Daniel",1.8155467720685112
"Kaiser, Johannes","Matheson, Christian",1.8155467720685112
"Mirosevic, Vlado","Venegas, Nelson",1.8168642951251648
"Sagardia, Clara","Sepúlveda, Alexis",1.8168642951251648
"Castillo, Nathalie","Manouchehri, Daniel",1.8168642951251648
"Bórquez, Fernando","Sánchez, Luis",1.8168642951251648
"Longton, Andrés","Morales, Carla",1.8168642951251648
"Manouchehri, Daniel","Winter, Gonzalo",1.8168642951251648
"Bravo, Marta","Guzmán, Jorge",1.8168642951251648
"Bello, María Francisca","Mellado, Cosme",1.8168642951251648
"Durán, Eduardo","Lee, Enrique",1.8168642951251648
"Bravo, Marta","Moreira, Cristhian",1.8168642951251648
"Manouchehri, Daniel","Molina, Helia",1.8168642951251648
"Coloma, Juan Antonio","Teao, Hotuiti",1.8168642951251648
"Kaiser, Johannes","Martínez, Cristóbal",1.8168642951251648
"Tapia, Cristián","Winter, Gonzalo",1.8168642951251648
"Astudillo, Danisa","González, Félix",1.8168642951251648
"Castro, José Miguel","Trisotti, Renzo",1.8168642951251648
"Ramírez, Matías","Veloso, Consuelo",1.8168642951251648
"Schneider, Emilia","Ulloa, Héctor",1.8181818181818181
"Bugueño, Félix","Sepúlveda, Alexis",1.8181818181818181
"Pérez, Marlene","Raphael, Marcia",1.8181818181818181
"Fries, Lorena","Leiva, Raúl",1.8181818181818181
"Moreira, Cristhian","Schubert, Stephan",1.8181818181818181
"Leal, Henry","Lilayu, Daniel",1.8181818181818181
"Brito, Jorge","Cicardini, Daniella",1.8181818181818181
"Benavente, Gustavo","Leal, Henry",1.8181818181818181
"Moreno, Benjamín","Weisse, Flor",1.8181818181818181
"Carter, Álvaro","Cornejo, Eduardo",1.8181818181818181
"Malla, Luis","Mirosevic, Vlado",1.8181818181818181
