level_0,index,parliamentarian_1,parliamentarian_2,proportion_agreement,region_1,region_2,partido_1,partido_2,Diputado_1,Diputado_2,sector_1,sector_2,person_1,person_2,label,sentiment,weight,node_vector_1,node_vector_2,same_party,same_sector,same_region,weight_edge,community_1,community_2,same_comunity,y_binaria,normalized_agreement
118,4753,"Olivera, Erika","Schalper, Diego",1.2832674571805007,Región Metropolitana de Santiago (47),Región del Libertador General Bernardo O'Higgins (9),Demócratas,RN,Erika Olivera de la Fuente,Diego Schalper Sepulveda,centro_izquierda,centro_derecha,erika olivera,diego schalper,neutral,,2.0,"(1.1423221826553345, 0.2441362738609314, 0.5582767128944397, -0.3728392720222473, -0.21860752999782562, -0.2783007323741913, 0.07326341420412064, -0.03345182538032532, -0.2540617883205414, 0.19817239046096802, 0.08287835121154785, -0.21014972031116486)","(0.5000088214874268, -0.012865266762673855, 0.09449426084756851, 0.13503797352313995, 0.8302730917930603, 0.06918229907751083, -0.04271029308438301, 0.020726988092064857, -0.43890637159347534, 0.23074309527873993, -0.03886774554848671, -0.4402972459793091)",0,0,0,0.5,7.0,3.0,0,0,0.307768924302789
119,4766,"Jouannet, Andres","Kaiser, Johannes",1.2859025032938076,Región de la Araucanía (11),Región Metropolitana de Santiago (47),Amarillos,PLR,Andres Jouannet Valderrama,Johannes Kaiser Barents-Von Hohenhagen,centro_izquierda,derecha,andrés jouannet,johannes kaiser,positive,,3.0,"(0.15538282692432404, -0.9724566340446472, -0.10652697086334229, -0.16179506480693817, 0.12953591346740723, -0.43017295002937317, -0.20197182893753052, 0.7152544260025024, 0.33965790271759033, -0.03038589470088482, 0.18548496067523956, -0.06497908383607864)","(0.09175875782966614, -0.7036693096160889, -0.12319058924913406, -0.13710972666740417, 0.11400880664587021, -0.5006994605064392, -0.06157030537724495, -0.014230264350771904, 0.6679415702819824, -0.6311754584312439, -0.45538759231567383, 0.09736055135726929)",0,0,0,1.5,5.0,5.0,1,0,0.3097609561752989
120,4794,"Alessandri, Jorge","Olivera, Erika",1.2885375494071147,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),UDI,Demócratas,Jorge Alessandri Vergara,Erika Olivera de la Fuente,centro_derecha,centro_izquierda,jorge alessandri,erika olivera,neutral,,2.0,"(0.4019070565700531, -0.494261234998703, -0.39444541931152344, 0.10104236751794815, 0.13489197194576263, -0.18696853518486023, -0.36178115010261536, 0.06555704772472382, -0.4399808347225189, -0.28970152139663696, -0.21045586466789246, -0.1143282875418663)","(1.1423221826553345, 0.2441362738609314, 0.5582767128944397, -0.3728392720222473, -0.21860752999782562, -0.2783007323741913, 0.07326341420412064, -0.03345182538032532, -0.2540617883205414, 0.19817239046096802, 0.08287835121154785, -0.21014972031116486)",0,0,1,0.5,3.0,7.0,0,0,0.31175298804780893
121,4950,"Aedo, Eric","Cid, Sofia",1.30566534914361,Región del Biobío (13),Región de Atacama (5),PDC,RN,Eric Aedo Jeldres,Sofia Cid Versalovic,centro_izquierda,centro_derecha,eric aedo,cid,neutral,,2.0,"(-0.7189815044403076, -0.48661911487579346, 0.5638695359230042, 0.8857209086418152, -0.5818285942077637, 0.15710929036140442, -0.07652252912521362, -0.02462700940668583, 0.04360236972570419, 0.029345685616135597, 0.054334741085767746, -0.14145419001579285)","(-0.7286021113395691, -0.6083001494407654, 0.38321590423583984, 1.050823450088501, -0.8274634480476379, 0.04172253981232643, -0.14032027125358582, -0.2478729486465454, 0.026765931397676468, 0.03188386559486389, 0.14964720606803894, -0.0008821700466796756)",0,0,0,0.5,1.0,1.0,1,0,0.32470119521912366
122,5022,"Jouannet, Andres","Naveillan, Gloria",1.313570487483531,Región de la Araucanía (11),Región de la Araucanía (11),Amarillos,Ind-PLR,Andres Jouannet Valderrama,Gloria Naveillan Arriagada,centro_izquierda,derecha,andrés jouannet,gloria naveillan,positive,,3.0,"(0.15538282692432404, -0.9724566340446472, -0.10652697086334229, -0.16179506480693817, 0.12953591346740723, -0.43017295002937317, -0.20197182893753052, 0.7152544260025024, 0.33965790271759033, -0.03038589470088482, 0.18548496067523956, -0.06497908383607864)","(0.3509194850921631, -0.5929604768753052, -0.0653953030705452, -0.12126999348402023, -0.03534872084856033, -0.10287972539663315, -0.07210421562194824, 0.9167008399963379, 0.6913811564445496, 0.554118275642395, -0.0745723620057106, 0.0649096891283989)",0,0,1,1.5,5.0,5.0,1,0,0.33067729083665354
123,5031,"Castro, Jose Miguel","Soto, Raul",1.3148880105401846,Región de Antofagasta (5),Región del Libertador General Bernardo O'Higgins (9),RN,PPD,Jose Miguel Castro Bascunan,Raul Soto Mardones,centro_derecha,centro_izquierda,jose miguel castro,raul soto,positive,,3.0,"(0.5827462077140808, -0.21745827794075012, -0.27274349331855774, 0.14734037220478058, 0.9427334070205688, 0.5755537748336792, 0.28362593054771423, -0.17538483440876007, 0.23720785975456238, 0.10118841379880905, 0.2312106490135193, -0.3811236023902893)","(-0.17009975016117096, -0.5207455158233643, -0.5835843086242676, -0.20742712914943695, 0.27079543471336365, 0.06211184710264206, 0.027194242924451828, -0.4936193823814392, 0.021418802440166473, 0.7103921175003052, -0.18371035158634186, 0.3871075510978699)",0,0,0,1.5,3.0,1.0,0,0,0.33167330677290857
124,5059,"Aedo, Eric","Cordero, Maria Luisa",1.318840579710145,Región del Biobío (13),Región Metropolitana de Santiago (47),PDC,Ind-RN,Eric Aedo Jeldres,Maria Luisa Cordero Velasquez,centro_izquierda,centro_derecha,eric aedo,maria luisa cordero,negative,,0.5,"(-0.7189815044403076, -0.48661911487579346, 0.5638695359230042, 0.8857209086418152, -0.5818285942077637, 0.15710929036140442, -0.07652252912521362, -0.02462700940668583, 0.04360236972570419, 0.029345685616135597, 0.054334741085767746, -0.14145419001579285)","(-0.5455685257911682, -0.7138678431510925, 0.3995334506034851, 0.552980363368988, -0.4919281005859375, -0.5107927322387695, 0.34757140278816223, -0.17288368940353394, -0.3578176200389862, -0.5323247313499451, 0.10861726105213165, -0.2344980388879776)",0,0,0,-1.0,1.0,5.0,0,0,0.3346613545816735
125,5063,"Jiles, Pamela","Lee, Enrique",1.318840579710145,Región Metropolitana de Santiago (47),Región de Arica y Parinacota (3),PH,Ind-PRI,Pamela Jiles Moreno,Enrique Lee Flores,izquierda,centro_derecha,pamela jiles,enrique lee,positive,,3.0,"(-0.15231190621852875, -0.5399658679962158, -0.03481057658791542, -0.14603491127490997, -0.04320862144231796, -0.748013436794281, 0.32586708664894104, -0.004099603742361069, -0.25829118490219116, -0.5084735155105591, 0.3196500241756439, -0.0023144325241446495)","(0.09738237410783768, -0.7875056266784668, -0.07931359857320786, -0.4892672300338745, -0.2430580109357834, -0.8374155163764954, 0.2524181008338928, 0.7368483543395996, -0.03160042688250542, 0.02200891263782978, 0.5499706268310547, 0.11974494159221649)",0,0,0,1.5,5.0,5.0,1,0,0.3346613545816735
126,5093,"Jouannet, Andres","Lee, Enrique",1.321475625823452,Región de la Araucanía (11),Región de Arica y Parinacota (3),Amarillos,Ind-PRI,Andres Jouannet Valderrama,Enrique Lee Flores,centro_izquierda,centro_derecha,andrés jouannet,enrique lee,positive,,3.0,"(0.15538282692432404, -0.9724566340446472, -0.10652697086334229, -0.16179506480693817, 0.12953591346740723, -0.43017295002937317, -0.20197182893753052, 0.7152544260025024, 0.33965790271759033, -0.03038589470088482, 0.18548496067523956, -0.06497908383607864)","(0.09738237410783768, -0.7875056266784668, -0.07931359857320786, -0.4892672300338745, -0.2430580109357834, -0.8374155163764954, 0.2524181008338928, 0.7368483543395996, -0.03160042688250542, 0.02200891263782978, 0.5499706268310547, 0.11974494159221649)",0,0,0,1.5,5.0,5.0,1,0,0.33665338645418336
127,5101,"Lee, Enrique","Mirosevic, Vlado",1.3227931488801057,Región de Arica y Parinacota (3),Región de Arica y Parinacota (3),Ind-PRI,PL,Enrique Lee Flores,Vlado Mirosevic Verdugo,centro_derecha,centro_izquierda,enrique lee,vlado mirosevic,negative,,0.5,"(0.09738237410783768, -0.7875056266784668, -0.07931359857320786, -0.4892672300338745, -0.2430580109357834, -0.8374155163764954, 0.2524181008338928, 0.7368483543395996, -0.03160042688250542, 0.02200891263782978, 0.5499706268310547, 0.11974494159221649)","(-0.25746551156044006, -0.4267946183681488, -0.03146525099873543, -0.09820473939180374, -0.22027204930782318, 0.09114105254411697, 0.07648873329162598, 0.4424510598182678, 0.11729744076728821, 0.11573886126279831, 0.14391569793224335, 0.0741022378206253)",0,0,1,-1.0,5.0,1.0,0,0,0.33764940239043856
128,5187,"Bravo, Ana Maria","Leal, Henry",1.3346508563899868,Región de Los Ríos (5),Región de la Araucanía (11),PS,UDI,Ana Maria Bravo Castro,Henry Leal Bizama,centro_izquierda,centro_derecha,marta bravo,henry leal,negative,,0.5,"(0.7356284856796265, 0.12260942161083221, -0.7869938611984253, 0.6857600808143616, -0.19628207385540009, 0.6050230264663696, -0.22520001232624054, 0.836810290813446, -0.25716087222099304, 0.17028850317001343, -0.3221546709537506, 0.1648929864168167)","(0.8001485466957092, -0.14087212085723877, -0.7681992650032043, 0.41008782386779785, -0.4278189539909363, 0.5968618988990784, -0.010016534477472305, 0.6925257444381714, 0.2491913139820099, 0.2283240705728531, 0.0631990060210228, 0.167531818151474)",0,0,0,-1.0,1.0,6.0,0,0,0.3466135458167332
129,5239,"Duran, Jorge","Oyarzo, Ruben Dario",1.3425559947299075,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),RN,PDG,Jorge Duran Espinoza,Ruben Oyarzo Figueroa,centro_derecha,populista,jorge durán,rubén darío oyarzo,positive,,3.0,"(0.07963766902685165, -0.8112054467201233, -0.3184526562690735, -0.5914938449859619, -0.29111871123313904, -0.6645867228507996, 0.5872334241867065, 0.02745874784886837, -0.2347143292427063, 0.42091497778892517, 0.5580087900161743, 0.2441413402557373)","(0.13652871549129486, -0.5831356644630432, -0.485713928937912, -0.6952421069145203, -0.5075754523277283, -0.7312756180763245, 0.5619449615478516, -0.24640610814094543, -0.38334453105926514, 0.06948723644018173, 0.683250904083252, -0.03493872657418251)",0,0,1,1.5,5.0,5.0,1,0,0.35258964143426286
130,5246,"Leiva, Raul","Undurraga, Francisco",1.3425559947299075,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),PS,Evópoli,Raul Leiva Carvajal,Francisco Undurraga Gazitua,centro_izquierda,centro_derecha,raul leiva,francisco undurraga,neutral,,2.0,"(0.047207895666360855, -0.54617840051651, -0.30388522148132324, -0.04186130315065384, 0.08793821930885315, -0.3706783354282379, -0.3404732644557953, 0.10959023982286453, -0.5063770413398743, -0.56512451171875, 0.0257575623691082, -0.1235266700387001)","(0.3312475085258484, -0.7353495359420776, -0.12893542647361755, 0.20802859961986542, 0.4235789179801941, 0.05145110934972763, -0.604274570941925, 0.3893243670463562, -0.40965062379837036, -0.2207014411687851, 0.05011081323027611, -0.062298908829689026)",0,0,1,0.5,3.0,3.0,1,0,0.35258964143426286
131,5259,"Bianchi, Carlos","Hertz, Carmen",1.3451910408432148,Región de Magallanes y la Antártica Chilena (3),Región Metropolitana de Santiago (47),Ind-PPD,PCCh,Carlos Bianchi Chelech,Carmen Hertz Cadiz,centro_izquierda,izquierda,carlos bianchi,carmen hertz,positive,,3.0,"(-0.539204478263855, 0.7561084032058716, -0.21996283531188965, -0.05904003977775574, -0.06640028953552246, -0.13779273629188538, 0.051126427948474884, 0.07020506262779236, -0.26932060718536377, 0.14203985035419464, -0.26353713870048523, -0.06343914568424225)","(-0.4476974308490753, 0.8539400100708008, -0.11642324179410934, 0.15861710906028748, 0.21785719692707062, -0.3534746766090393, -0.07554683834314346, 0.029872344806790352, 0.060220491141080856, 0.16848766803741455, 0.3126264810562134, 0.12398318946361542)",0,0,0,1.5,0.0,0.0,1,0,0.3545816733067731
132,5292,"Duran, Jorge","Pulgar, Francisco",1.3491436100131753,Región Metropolitana de Santiago (47),Región del Maule (11),RN,Ind-PL,Jorge Duran Espinoza,Francisco Pulgar Castillo,centro_derecha,centro_izquierda,jorge durán,francisco muñoz,negative,,0.5,"(0.07963766902685165, -0.8112054467201233, -0.3184526562690735, -0.5914938449859619, -0.29111871123313904, -0.6645867228507996, 0.5872334241867065, 0.02745874784886837, -0.2347143292427063, 0.42091497778892517, 0.5580087900161743, 0.2441413402557373)","(0.2862420380115509, -0.7586818933486938, 0.008789719082415104, -0.5706432461738586, -0.20510312914848328, -0.31659990549087524, 0.23484854400157928, 0.4166988134384155, 0.1023101881146431, 0.4783586859703064, 0.2576470673084259, 0.09476879239082336)",0,0,0,-1.0,5.0,,0,0,0.35756972111553803
133,5319,"Guzman, Jorge","Soto, Leonardo",1.3530961791831355,Región del Maule (11),Región Metropolitana de Santiago (47),Evópoli,PS,Jorge Guzman Zepeda,Leonardo Soto Ferrada,centro_derecha,centro_izquierda,jorge guzmán,leonardo soto,neutral,,2.0,"(-0.07136400789022446, -0.6800982356071472, -0.1473504900932312, 0.17443136870861053, 0.46528953313827515, 0.34916889667510986, -0.6154314279556274, 0.30158525705337524, -0.46196675300598145, -0.3969048857688904, 0.22719871997833252, 0.06349863857030869)","(-0.40657854080200195, -0.49235329031944275, -0.10409620404243469, 0.08277539908885956, 0.17954236268997192, 0.45994555950164795, -0.4724809527397156, -0.039517488330602646, -0.23869356513023376, -0.441924512386322, 0.20785526931285858, 0.3269917666912079)",0,0,0,0.5,3.0,1.0,0,0,0.36055776892430275
134,5349,"Morales, Javiera","Rivas, Gaspar",1.3557312252964426,Región de Magallanes y la Antártica Chilena (3),Región de Valparaíso (16),CS,PDG,Javiera Morales Alvarado,Gaspar Rivas Sanchez,izquierda,populista,javiera morales,gaspar rivas,positive,,3.0,"(0.06960955262184143, -0.10713828355073929, -0.2262660562992096, -0.12552326917648315, -0.012485487386584282, -0.21447904407978058, 0.783318281173706, -0.3399776816368103, -0.49533000588417053, 0.6580662131309509, -0.5619789361953735, -0.25006839632987976)","(0.47049593925476074, -0.5000102519989014, -0.21130388975143433, -0.4119850993156433, -0.6147938966751099, -0.5897696018218994, 0.8829464912414551, -0.09693790227174759, -0.33619147539138794, 0.23653455078601837, 0.4136505126953125, -0.02633991837501526)",0,0,0,1.5,1.0,5.0,0,0,0.3625498007968128
135,5378,"Del Real, Catalina","Hertz, Carmen",1.359683794466403,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),Ind-RN,PCCh,Catalina del Real Mihovilovic,Carmen Hertz Cadiz,centro_derecha,izquierda,catalina del real,carmen hertz,negative,,0.5,"(0.2251453846693039, 0.9875174164772034, 0.6827521324157715, 0.03180091828107834, 0.0008289828547276556, -0.5508021116256714, -0.34661683440208435, 0.12096435576677322, -0.06656523793935776, 0.06678838282823563, 0.17772451043128967, 0.6279038190841675)","(-0.4476974308490753, 0.8539400100708008, -0.11642324179410934, 0.15861710906028748, 0.21785719692707062, -0.3534746766090393, -0.07554683834314346, 0.029872344806790352, 0.060220491141080856, 0.16848766803741455, 0.3126264810562134, 0.12398318946361542)",0,0,1,-1.0,7.0,0.0,0,0,0.36553784860557775
136,5396,"Araya, Jaime","Hertz, Carmen",1.3610013175230566,Región de Antofagasta (5),Región Metropolitana de Santiago (47),Ind-PPD,PCCh,Jaime Araya Guerrero,Carmen Hertz Cadiz,centro_izquierda,izquierda,jaime araya,carmen hertz,positive,,3.0,"(-0.6611199378967285, 0.725109875202179, -0.12981659173965454, -0.33550170063972473, -0.24248777329921722, -0.0901297852396965, -0.23064914345741272, 0.1783013641834259, -0.19769494235515594, 0.18053986132144928, -0.228913813829422, -0.17082816362380981)","(-0.4476974308490753, 0.8539400100708008, -0.11642324179410934, 0.15861710906028748, 0.21785719692707062, -0.3534746766090393, -0.07554683834314346, 0.029872344806790352, 0.060220491141080856, 0.16848766803741455, 0.3126264810562134, 0.12398318946361542)",0,0,0,1.5,0.0,0.0,1,0,0.3665338645418328
137,5403,"Duran, Jorge","Soto, Raul",1.3610013175230566,Región Metropolitana de Santiago (47),Región del Libertador General Bernardo O'Higgins (9),RN,PPD,Jorge Duran Espinoza,Raul Soto Mardones,centro_derecha,centro_izquierda,jorge durán,raul soto,negative,,0.5,"(0.07963766902685165, -0.8112054467201233, -0.3184526562690735, -0.5914938449859619, -0.29111871123313904, -0.6645867228507996, 0.5872334241867065, 0.02745874784886837, -0.2347143292427063, 0.42091497778892517, 0.5580087900161743, 0.2441413402557373)","(-0.17009975016117096, -0.5207455158233643, -0.5835843086242676, -0.20742712914943695, 0.27079543471336365, 0.06211184710264206, 0.027194242924451828, -0.4936193823814392, 0.021418802440166473, 0.7103921175003052, -0.18371035158634186, 0.3871075510978699)",0,0,0,-1.0,5.0,1.0,0,0,0.3665338645418328
138,5426,"Naveillan, Gloria","Pulgar, Francisco",1.364953886693017,Región de la Araucanía (11),Región del Maule (11),Ind-PLR,Ind-PL,Gloria Naveillan Arriagada,Francisco Pulgar Castillo,derecha,centro_izquierda,gloria naveillan,francisco muñoz,negative,,0.5,"(0.3509194850921631, -0.5929604768753052, -0.0653953030705452, -0.12126999348402023, -0.03534872084856033, -0.10287972539663315, -0.07210421562194824, 0.9167008399963379, 0.6913811564445496, 0.554118275642395, -0.0745723620057106, 0.0649096891283989)","(0.2862420380115509, -0.7586818933486938, 0.008789719082415104, -0.5706432461738586, -0.20510312914848328, -0.31659990549087524, 0.23484854400157928, 0.4166988134384155, 0.1023101881146431, 0.4783586859703064, 0.2576470673084259, 0.09476879239082336)",0,0,0,-1.0,5.0,,0,0,0.3695219123505977
139,5464,"Aedo, Eric","Perez, Marlene",1.370223978919631,Región del Biobío (13),Región del Biobío (13),PDC,Ind-UDI,Eric Aedo Jeldres,Marlene Perez Cartes,centro_izquierda,centro_derecha,eric aedo,perez,negative,,0.5,"(-0.7189815044403076, -0.48661911487579346, 0.5638695359230042, 0.8857209086418152, -0.5818285942077637, 0.15710929036140442, -0.07652252912521362, -0.02462700940668583, 0.04360236972570419, 0.029345685616135597, 0.054334741085767746, -0.14145419001579285)","(-0.5833644866943359, -0.4500192403793335, 0.43049877882003784, 0.6503874659538269, -0.21617211401462555, -0.3383769392967224, -0.08526098728179932, -0.3483317792415619, 0.11243350803852081, -0.16788360476493835, -0.4517958164215088, -0.20169158279895782)",0,0,1,-1.0,1.0,4.0,0,0,0.37350597609561764
140,5504,"Cariola, Karol","Jiles, Pamela",1.3741765480895916,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),PCCh,PH,Karol Cariola Oliva,Pamela Jiles Moreno,izquierda,izquierda,karol cariola,pamela jiles,positive,,3.0,"(-0.2627030611038208, 0.013633803464472294, -0.5015953779220581, -0.35528114438056946, -0.06337299197912216, -0.09727116674184799, -0.2532879710197449, -0.3320744037628174, -0.1651214063167572, -0.3984580934047699, 0.18195651471614838, -0.14150302112102509)","(-0.15231190621852875, -0.5399658679962158, -0.03481057658791542, -0.14603491127490997, -0.04320862144231796, -0.748013436794281, 0.32586708664894104, -0.004099603742361069, -0.25829118490219116, -0.5084735155105591, 0.3196500241756439, -0.0023144325241446495)",0,1,1,1.5,0.0,5.0,0,0,0.3764940239043826
